name,services,location,phone,hours,promo,title,latitude,longitude,located_in,category_name,search_string,address,city,website,total_score,url,image_url,description,source_file,place_id,hours_summary
Petland | El Encuentro El Sitio,Tienda de animales,San Miguel,+503 2278-0000,jueves: 9 AM a 8 PM; viernes: 9 AM a 8 PM; sábado: 9 AM a 8 PM; domingo: 9 AM a 8 PM; lunes: 9 AM a 8 PM; martes: 9 AM a 8 PM; miércoles: 9 AM a 8 PM,,Petland | El Encuentro El Sitio,13.4948198,-88.1968722,,Tienda de animales,Tienda de mascotas,"El Encuentro, Calle Antigua Quelapa CA - 1, San Miguel, El Salvador",San Miguel,,4.8,https://www.google.com/maps/search/?api=1&query=Petland%20%7C%20El%20Encuentro%20El%20Sitio&query_place_id=ChIJ5YiBKbcre48RgwkrHHZQ9Ek,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFuRHtCZ_nwRZJizqbDAwLBSN3373I1SF0a0sB8Mk80Afcb-VDeNsKFfcJ5qyo-v-G0TTRcu9R0jcuuFhYTaMas6jJnAm_tnHvw7x_XXQLmXMRzQvGJ7bKvR0aSKUKByBua4xiZ=w408-h306-k-no,"Cadena minorista con una amplia gama de artículos para mascotas, como comida, camas y productos para aseo.",ApifyVeterinarias2026,ChIJ5YiBKbcre48RgwkrHHZQ9Ek,jueves: 9 AM a 8 PM; viernes: 9 AM a 8 PM; sábado: 9 AM a 8 PM; domingo: 9 AM a 8 PM; lunes: 9 AM a 8 PM; martes: 9 AM a 8 PM; miércoles: 9 AM a 8 PM
Centro Veterinario El Surco,Tienda de alimentos para animales,San Miguel,,,,Centro Veterinario El Surco,13.4790772,-88.1754501,,Tienda de alimentos para animales,Tienda de mascotas,"FRHF+JRM, 5A Calle Oriente, San Miguel, El Salvador",San Miguel,,4.1,https://www.google.com/maps/search/?api=1&query=Centro%20Veterinario%20El%20Surco&query_place_id=ChIJdV2GgHAqe48RqBJsO8KXSDc,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFfXDnbnklHPuBTsimU4BUWnDtx137cZzFK4xmpxt7-wvqFl-a4YHKUpkR3EY3j5zzl1wdEjRHMyfBGq2gSSy0ZStnzP5hghDmcGEibVhBal8BHK1fuQBcCKPndngDdPwakaykd6w=w408-h515-k-no,,ApifyVeterinarias2026,ChIJdV2GgHAqe48RqBJsO8KXSDc,
ACUARIO CANIS Y FELIS,Tienda de acuarios,San Miguel,+503 7727-3505,jueves: 9 AM a 6 PM; viernes: 9 AM a 6 PM; sábado: 9 AM a 6 PM; domingo: Cerrado; lunes: 9 AM a 5 PM; martes: 9 AM a 6 PM; miércoles: 9 AM a 6 PM,,ACUARIO CANIS Y FELIS,13.4624619,-88.1635498,,Tienda de acuarios,Tienda de mascotas,"FR6P+XHP, 30 Av. sur, San Miguel, El Salvador",San Miguel,,3.6,https://www.google.com/maps/search/?api=1&query=ACUARIO%20CANIS%20Y%20FELIS&query_place_id=ChIJTYGZ6YjVeo8RSScP01XMHco,,,ApifyVeterinarias2026,ChIJTYGZ6YjVeo8RSScP01XMHco,jueves: 9 AM a 6 PM; viernes: 9 AM a 6 PM; sábado: 9 AM a 6 PM; domingo: Cerrado; lunes: 9 AM a 5 PM; martes: 9 AM a 6 PM; miércoles: 9 AM a 6 PM
Petland Masferrer,Tienda de productos para mascotas,San Salvador,+503 2278-0000,jueves: 8 AM a 7 PM; viernes: 8 AM a 7 PM; sábado: 8 AM a 7 PM; domingo: 8 AM a 7 PM; lunes: 8 AM a 7 PM; martes: 8 AM a 7 PM; miércoles: 8 AM a 7 PM,,Petland Masferrer,13.7041813,-89.2497038,,Tienda de productos para mascotas,Tienda de mascotas,"Centro Comercial Palm Plaza, Local 2, Nivel planta baja 15-38, San Salvador CP 1101, El Salvador",San Salvador,,4.7,https://www.google.com/maps/search/?api=1&query=Petland%20Masferrer&query_place_id=ChIJDUYKmfIvY48Rj0w6Bj6h-y0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFFYJ8FlOxNaHvkPjiKIqcIEQwYSz_H8HCvLMOUzPML0lJNA9HfWfwbF4cVaQPijkL1LG5qr_cQViyV5p6ZMhjdI3v2xEq_ByQTEoAiAdHS3ZJQp1HiGIBQJbykHPcCIgzH7w=w408-h544-k-no,"Cadena minorista con una amplia gama de artículos para mascotas, como comida, camas y productos para aseo.",ApifyVeterinarias2026,ChIJDUYKmfIvY48Rj0w6Bj6h-y0,jueves: 8 AM a 7 PM; viernes: 8 AM a 7 PM; sábado: 8 AM a 7 PM; domingo: 8 AM a 7 PM; lunes: 8 AM a 7 PM; martes: 8 AM a 7 PM; miércoles: 8 AM a 7 PM
Tienda y Agroservicio Ramirez,Tienda naturista,Jucuarán,+503 6986-9666,jueves: 7 AM a 6:30 PM; viernes: 7 AM a 6:30 PM; sábado: 7 AM a 6:30 PM; domingo: 7 AM a 1 PM; lunes: 7 AM a 6:30 PM; martes: 7 AM a 6:30 PM; miércoles: 7 AM a 6:30 PM,,Tienda y Agroservicio Ramirez,13.2523959,-88.2470796,,Tienda naturista,Agroservicio,"Jucuarán 3411, El Salvador",Jucuarán,,,https://www.google.com/maps/search/?api=1&query=Tienda%20y%20Agroservicio%20Ramirez&query_place_id=ChIJx7EQNfYje48RxMLcqEHnjhw,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFbtxtKnSe-hBz54GI67qRKSSFXASXVt6_QgmhynlvtEQHEhmY2ewiKy0fKKdaKmo0FiXx0OZrZEx2m52n8J1dpJauyHashiHvKhfQ9nEEXXBLb1iWkQ0rWi5UbmqQPx2WYE_mzvfZb748=w408-h544-k-no,,ApifyVeterinarias2026,ChIJx7EQNfYje48RxMLcqEHnjhw,jueves: 7 AM a 6:30 PM; viernes: 7 AM a 6:30 PM; sábado: 7 AM a 6:30 PM; domingo: 7 AM a 1 PM; lunes: 7 AM a 6:30 PM; martes: 7 AM a 6:30 PM; miércoles: 7 AM a 6:30 PM
Rosie's Market,Supermercado,La Unión,+503 2604-3356,jueves: 7 AM a 10 PM; viernes: 7 AM a 10 PM; sábado: 7 AM a 10 PM; domingo: 9:30 AM a 10 PM; lunes: 7 AM a 10 PM; martes: 7 AM a 10 PM; miércoles: 7 AM a 10 PM,,Rosie's Market,13.3337917,-87.8430656,,Supermercado,Pet Shop,"Frente a Policlínico de Bienestar Magisterial, 1A Avenida Sur Casa 4-3, La Unión, El Salvador",La Unión,,5,https://www.google.com/maps/search/?api=1&query=Rosie's%20Market&query_place_id=ChIJi2Z1GwO5eo8RQ98tZWA6tdA,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGw2p3wJpz4Ai9-doQ_nOkBcKba_nS4KTjlsliVGqpZJt2mXF8_U4qXZV7x8rRpZXWLECd9hnfKuYr5XWNUERhZ5IVrwcZwkV5W5LJQ6qo6Cd2j5LndDQq8UNLdH6iT9iNBgVPm=w408-h271-k-no,,ApifyVeterinarias2026,ChIJi2Z1GwO5eo8RQ98tZWA6tdA,jueves: 7 AM a 10 PM; viernes: 7 AM a 10 PM; sábado: 7 AM a 10 PM; domingo: 9:30 AM a 10 PM; lunes: 7 AM a 10 PM; martes: 7 AM a 10 PM; miércoles: 7 AM a 10 PM
Acuario Rivera Pet shop,Acuario,San Miguel,+503 6159-5053,,,Acuario Rivera Pet shop,13.4864734,-88.1744322,,Acuario,Pet Shop,"6, Diagonal Norte 602 bis, San Miguel 3301, El Salvador",San Miguel,http://acuariorivera.com/,4.9,https://www.google.com/maps/search/?api=1&query=Acuario%20Rivera%20Pet%20shop&query_place_id=ChIJJyJJWk4re48RrHf-G0dU6gQ,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFDNQzctHZvX1PTuOSGyE7GpI878M87pqF_yYgGL99K2Kx9rCNXnpF8ANaQS18aYgWbp4W1kd38E_aPF-hy3zEEWXd2QpwvfG_oMsO_XR77eCHHOLsGNCzKeEQxSosBfqmdqMQ=w408-h408-k-no,,ApifyVeterinarias2026,ChIJJyJJWk4re48RrHf-G0dU6gQ,
Planet pet,Peluquero de mascotas,San Miguel,+503 7882-2037,jueves: 8 AM a 5 a.m.; viernes: 8 AM a 5 a.m.; sábado: 8 AM a 5 a.m.; domingo: Cerrado; lunes: 8 AM a 5 a.m.; martes: 8 AM a 5 a.m.; miércoles: 8 AM a 5 a.m.,,Planet pet,13.4580026,-88.1618278,,Peluquero de mascotas,Peluquería canina,"Colonia Ciudad real sobre, C. Elizabeth casa #9, San Miguel 3301, El Salvador",San Miguel,,5,https://www.google.com/maps/search/?api=1&query=Planet%20pet&query_place_id=ChIJ2VxhaLnVeo8RKXFkJu82mO4,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG4RtzDvI5fXwc1D0zvpgFbrcr-IHfk3u0BZNPaSCd3QR_rdUUhtR2NcfHW0tW4BiTM_Ire0WyOMK5S6TzMN2DfiYQZwNil-YQWBGYRHFAGZrHOxtolqIlEAgALbaTcbitQyJNHzxViPf1F=w408-h883-k-no,,ApifyVeterinarias2026,ChIJ2VxhaLnVeo8RKXFkJu82mO4,jueves: 8 AM a 5 a.m.; viernes: 8 AM a 5 a.m.; sábado: 8 AM a 5 a.m.; domingo: Cerrado; lunes: 8 AM a 5 a.m.; martes: 8 AM a 5 a.m.; miércoles: 8 AM a 5 a.m.
Dog grooming Estetica Canina,Peluquería,San Miguel,+503 7678-1889,jueves: 9 AM a 4:30 PM; viernes: 9 AM a 2 PM; sábado: 9 AM a 2 PM; domingo: 9 AM a 4:30 PM; lunes: 9 AM a 4:30 PM; martes: 9 AM a 4:30 PM; miércoles: 9 AM a 4:30 PM,,Dog grooming Estetica Canina,13.4848516,-88.1628199,,Peluquería,Peluquería canina,"FRPP+CVR, San Miguel, El Salvador",San Miguel,,5,https://www.google.com/maps/search/?api=1&query=Dog%20grooming%20Estetica%20Canina&query_place_id=ChIJpdcRKADVeo8R9c7IBoiGkAo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAErMlhdPL4ga-aoqSO2_PC543370ZafF08oiwC7OW56Og0Yptac7sUwCksOFFlQxRfL32kjxFBBoUD7vcYgCyF1D78C--prPCpAy_gYhGRia-mej12anf4Bo_5UImnowtC9dIRnjw=w408-h544-k-no,,ApifyVeterinarias2026,ChIJpdcRKADVeo8R9c7IBoiGkAo,jueves: 9 AM a 4:30 PM; viernes: 9 AM a 2 PM; sábado: 9 AM a 2 PM; domingo: 9 AM a 4:30 PM; lunes: 9 AM a 4:30 PM; martes: 9 AM a 4:30 PM; miércoles: 9 AM a 4:30 PM
Ferreteria Montiel Sucursal 2,Ferretería,La Unión,+503 7013-6567,jueves: 7 AM a 5 PM; viernes: 7 AM a 5 PM; sábado: 7 AM a 4 PM; domingo: Cerrado; lunes: 7 AM a 5 PM; martes: 7 AM a 5 PM; miércoles: 7 AM a 5 PM,,Ferreteria Montiel Sucursal 2,13.3193027,-87.8636727,,Ferretería,Pet Shop,"849P+PGG, C. a Conchagua, La Unión, El Salvador",La Unión,https://m.facebook.com/profile.php?id=100048915285330,4.4,https://www.google.com/maps/search/?api=1&query=Ferreteria%20Montiel%20Sucursal%202&query_place_id=ChIJ41DD6aXHeo8RjQAXjLtWCZQ,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFwdMqIZKJzp3ZS0X9pSqqXDfGOPOGxqHruAqzy4iydT1plrPLScwnchvNwrUdxAaNk1g9YEfDzzeorx2WKjuVJVf641jrBpD0Q7ZrVRYkSvpkYCxFHMvW_rBFxMhnRFdYMfVN2=w532-h240-k-no,,ApifyVeterinarias2026,ChIJ41DD6aXHeo8RjQAXjLtWCZQ,jueves: 7 AM a 5 PM; viernes: 7 AM a 5 PM; sábado: 7 AM a 4 PM; domingo: Cerrado; lunes: 7 AM a 5 PM; martes: 7 AM a 5 PM; miércoles: 7 AM a 5 PM
Ferreteria Montiel Casa Matriz,Ferretería,Conchagua,+503 7013-6567,jueves: 7 AM a 5 PM; viernes: 7 AM a 5 PM; sábado: 7 AM a 5 PM; domingo: Cerrado; lunes: 7 AM a 5 PM; martes: 7 AM a 5 PM; miércoles: 7 AM a 5 PM,,Ferreteria Montiel Casa Matriz,13.3064421,-87.8615841,,Ferretería,Pet Shop,"844Q+J8J, 1404, Conchagua, El Salvador",Conchagua,https://m.facebook.com/profile.php?id=100048915285330,4.8,https://www.google.com/maps/search/?api=1&query=Ferreteria%20Montiel%20Casa%20Matriz&query_place_id=ChIJWUEqaPTHeo8RZAsEUYrSvM8,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHMFLxgZ6RAB-jMmKBnhpx0NUeoqDIuxMksVk8knlYwgcBRzKfk_wz7FWbZ35mRtnurQARYWcr1kvAytoQNXnTI9f_qKGVRT-hfnA6uChM40eupo9ndBOdAaLb_B0ko0u3Ns4Xp=w533-h240-k-no,,ApifyVeterinarias2026,ChIJWUEqaPTHeo8RZAsEUYrSvM8,jueves: 7 AM a 5 PM; viernes: 7 AM a 5 PM; sábado: 7 AM a 5 PM; domingo: Cerrado; lunes: 7 AM a 5 PM; martes: 7 AM a 5 PM; miércoles: 7 AM a 5 PM
"Tienda ""Erika""",Tienda de alimentación,Lano Los Patos,+503 7552-7739,jueves: 6 AM a 7 PM; viernes: 6 AM a 7 PM; sábado: 6 AM a 7 PM; domingo: 6 AM a 7 PM; lunes: 6 AM a 7 PM; martes: 6 AM a 7 PM; miércoles: 6 AM a 7 PM,,"Tienda ""Erika""",13.1742839,-87.9699674,,Tienda de alimentación,Pet Shop,"Lano Los Patos, El Salvador",Lano Los Patos,,4.3,https://www.google.com/maps/search/?api=1&query=Tienda%20%22Erika%22&query_place_id=ChIJk3bvU3zCeo8RB99OoFZROcc,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH7WfssV1r5kN4o9jekC-AH5myDN5QByqdDZzke2rVitEygqfBffMDgLw6GPzGtEfodgxi6VHI2Gzab_-OEA8Eqxe4dJNoVmqU0vcNJDjynqbyvB8Sq-VFec9Rn3iJa2i31YrjG=w408-h306-k-no,,ApifyVeterinarias2026,ChIJk3bvU3zCeo8RB99OoFZROcc,jueves: 6 AM a 7 PM; viernes: 6 AM a 7 PM; sábado: 6 AM a 7 PM; domingo: 6 AM a 7 PM; lunes: 6 AM a 7 PM; martes: 6 AM a 7 PM; miércoles: 6 AM a 7 PM
La Tortuga Verde,Hotel,Intipucá,+503 7338-9646,,,La Tortuga Verde,13.1703463,-88.0753026,,Hotel,Pet Shop,"La Tortuga Verde El Esteron, Intipucá, El Salvador",Intipucá,http://www.latortugaverde.com/,4.2,https://www.google.com/maps/search/?api=1&query=La%20Tortuga%20Verde&query_place_id=ChIJA1je5fTdeo8RipLoU0CzNYQ,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFtKUEYg7d3zyuOyOSw4usWtWDDzd5faztRT_4QvgqU5EzAEEezPrHGjlbToCoyQa206uFPxWb8hQKEfbIPyMjEryCBd1lh_u3eO6A8QXDFpqeCAWphIxmYGWYDIwu_SjeUemqEGQ=w493-h240-k-no,"Hotel tranquilo frente a la playa con habitaciones discretas, restaurante, bar y espacio para eventos.",ApifyVeterinarias2026,ChIJA1je5fTdeo8RipLoU0CzNYQ,
Agrocentro La Hacienda,Tienda de alimentos para animales,Santa Rosa de Lima,+503 7570-9139,jueves: 7 AM a 5 PM; viernes: 7 AM a 5 PM; sábado: 7 AM a 4 PM; domingo: Cerrado; lunes: 7 AM a 5 PM; martes: 7 AM a 5 PM; miércoles: 7 AM a 5 PM,,Agrocentro La Hacienda,13.6308811,-87.8876205,,Tienda de alimentos para animales,Alimentos para mascotas,"Sobre, RN 18E 3101, Santa Rosa de Lima 3101, El Salvador",Santa Rosa de Lima,,4.7,https://www.google.com/maps/search/?api=1&query=Agrocentro%20La%20Hacienda&query_place_id=ChIJLy9UdQA3ZY8R2Ar3CWMz4bo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHJxqzcQXT1chrtO6EkXGtZjUnM1vj9j0goKxaVlNp1cO35d_XYb2uFc7z7ErPN9pP8UFhycjKqrZlpj9caEralAH1dJzhweLtC7Zk6aRickxVZnat_iGjRdIJAwI0nqVGTN6bR=w408-h306-k-no,,ApifyVeterinarias2026,ChIJLy9UdQA3ZY8R2Ar3CWMz4bo,jueves: 7 AM a 5 PM; viernes: 7 AM a 5 PM; sábado: 7 AM a 4 PM; domingo: Cerrado; lunes: 7 AM a 5 PM; martes: 7 AM a 5 PM; miércoles: 7 AM a 5 PM
Centro de Rescate Temporal de Fauna Silvestre La Cañada,Servicio de rescate de animales,Conchagua,,,,Centro de Rescate Temporal de Fauna Silvestre La Cañada,13.3090361,-87.8902307,,Servicio de rescate de animales,Refugio de animales,"8455+JW, Conchagua, El Salvador",Conchagua,,5,https://www.google.com/maps/search/?api=1&query=Centro%20de%20Rescate%20Temporal%20de%20Fauna%20Silvestre%20La%20Ca%C3%B1ada&query_place_id=ChIJ6QYmv2THeo8RIM3WKvWmPWQ,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEXpPExhPQ9qa7IrX7jqsfh9B2XANYJrFMxZZCnVtJ0heBQlL68gmHe4EVZ_p001nLBFWLRvXirEBjSR9zvDeOg8EmO_XUiL4cwZ6R50766AelzquXjD1JxhimOOOnKsp2HOTHl=w426-h240-k-no,,ApifyVeterinarias2026,ChIJ6QYmv2THeo8RIM3WKvWmPWQ,
Echame una pata sv,Servicio de rescate de animales,San Miguel,,,,Echame una pata sv,13.4813353,-88.1717094,,Servicio de rescate de animales,Refugio de animales,"FRJH+G8M, San Miguel, El Salvador",San Miguel,,4.8,https://www.google.com/maps/search/?api=1&query=Echame%20una%20pata%20sv&query_place_id=ChIJzUE6gRIre48R9N3wfh4UmxM,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGlSf5O9s56uLEeme6HhHXqftS_lSz0EbleuSuxwV33i6QxMpkfMeHGCTTuy0t77SpwSaRkIgnY3zNSRpOfZm0ISWnE9UbVw4_8spXME28CWLP6cpj5Siz1OPwnwwnDIYND768=w408-h544-k-no,,ApifyVeterinarias2026,ChIJzUE6gRIre48R9N3wfh4UmxM,
Refugio de patitas de la calle,Refugio para animales,San Miguel,,,,Refugio de patitas de la calle,13.5050764,-88.1787355,,Refugio para animales,Refugio de animales,"GR4C+5QF, C. Principal El Edén, San Miguel, El Salvador",San Miguel,,5,https://www.google.com/maps/search/?api=1&query=Refugio%20de%20patitas%20de%20la%20calle&query_place_id=ChIJ04NxjCIre48Rz3Jxp837gyg,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFE--Bke-abjZWUKIREr-VmJJYC3uidXZEXGqCs6Dgv85eCHcTAXkZRTbLX8Uyfq1tb4lzz9pT390W-_ENm6OMkibmfLSc49pY4o5QMME-58XVPl6_CYVDlq_khy1xoZ_uEIuRF=w408-h544-k-no,,ApifyVeterinarias2026,ChIJ04NxjCIre48Rz3Jxp837gyg,
Rancho Balmori's Refugio de animales,Fábrica,San Miguel,,jueves: 8 AM a 4 PM; viernes: 8 AM a 4 PM; sábado: Cerrado; domingo: Cerrado; lunes: 8 AM a 4 PM; martes: 8 AM a 4 PM; miércoles: 8 AM a 4 PM,,Rancho Balmori's Refugio de animales,13.490286,-88.1719621,,Fábrica,Refugio de animales,"y, 10A Avenida Norte Local 3C, San Miguel, El Salvador",San Miguel,,5,https://www.google.com/maps/search/?api=1&query=Rancho%20Balmori's%20Refugio%20de%20animales&query_place_id=ChIJ7TYIHwAre48R2gbje6IJYaY,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGmk8la5cqLgq3JmDkknkErIbRAhWX4ZwayE9kLlmoxATvVxIiQdB6g9f7ESaW9bE3tw9D3Botbl00RXWEXBHUVtAoV1ZjTtQ2y9nneeWQOHJPue9j-qR3L4VDldCU8rK78FBc=w408-h543-k-no,,ApifyVeterinarias2026,ChIJ7TYIHwAre48R2gbje6IJYaY,jueves: 8 AM a 4 PM; viernes: 8 AM a 4 PM; sábado: Cerrado; domingo: Cerrado; lunes: 8 AM a 4 PM; martes: 8 AM a 4 PM; miércoles: 8 AM a 4 PM
CENTRO DE MELIPONICULTURA Y ABEJAS APICE,Servicio de rescate de animales,San Miguel,+503 2661-6426,jueves: 8 AM a 6 PM; viernes: 8 AM a 6 PM; sábado: 8 AM a 6 PM; domingo: Cerrado; lunes: 8 AM a 6 PM; martes: 8 AM a 6 PM; miércoles: 8 AM a 6 PM,,CENTRO DE MELIPONICULTURA Y ABEJAS APICE,13.4759168,-88.1948723,,Servicio de rescate de animales,Refugio de animales,"FRG4+936, San Miguel, El Salvador",San Miguel,,3.9,https://www.google.com/maps/search/?api=1&query=CENTRO%20DE%20MELIPONICULTURA%20Y%20ABEJAS%20APICE&query_place_id=ChIJd3zuUkQqe48RVesPGT_mMxg,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGikKeLZqaepoHHASOonHAzkBQoc9RiOiQylku97anjqkOpePv9VY_WlHC_ZKfhnX841eA7JhINzd0bms2k5RMGhjNNXFE2i1mSG0F8FUEgIJ0fhcCFR2sMeO_MwdNvkpzOqyeU=w408-h544-k-no,,ApifyVeterinarias2026,ChIJd3zuUkQqe48RVesPGT_mMxg,jueves: 8 AM a 6 PM; viernes: 8 AM a 6 PM; sábado: 8 AM a 6 PM; domingo: Cerrado; lunes: 8 AM a 6 PM; martes: 8 AM a 6 PM; miércoles: 8 AM a 6 PM
Centro De Rescate De Fauna Silvestre,Servicio de rescate de animales,"GFFR+JV4, El Salvador",+503 7899-6016,jueves: 7 AM a 4 PM; viernes: 7 AM a 4 PM; sábado: 7 AM a 4 PM; domingo: 7 AM a 4 PM; lunes: 7 AM a 4 PM; martes: 7 AM a 4 PM; miércoles: 7 AM a 4 PM,,Centro De Rescate De Fauna Silvestre,13.5240022,-88.5077952,,Servicio de rescate de animales,Refugio de animales,"GFFR+JV4, El Salvador",,,4.8,https://www.google.com/maps/search/?api=1&query=Centro%20De%20Rescate%20De%20Fauna%20Silvestre&query_place_id=ChIJE-4_zsRKe48RHkwaSljP-BI,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGgsBmq3fr1xti-6S6p34goBxRFQLKq7wz6CvbNiwAAZPNsQeN7CfuBJwKvFnk3VkH0UuGGFpsSpYdFVl9nIYqSYMWZtguXW0h1K2fLxGewEL5tws0qy7QiPpeqjAMa9TBskjhv=w408-h306-k-no,,ApifyVeterinarias2026,ChIJE-4_zsRKe48RHkwaSljP-BI,jueves: 7 AM a 4 PM; viernes: 7 AM a 4 PM; sábado: 7 AM a 4 PM; domingo: 7 AM a 4 PM; lunes: 7 AM a 4 PM; martes: 7 AM a 4 PM; miércoles: 7 AM a 4 PM
Refugio Handal,Refugio para animales,Santa Maria,,,,Refugio Handal,13.34136,-88.4141627,,Refugio para animales,Refugio de animales,"8HRP+QHF, Santa Maria, El Salvador",Santa Maria,,,https://www.google.com/maps/search/?api=1&query=Refugio%20Handal&query_place_id=ChIJNa3VKgA5e48Rr_zX64x-A_g,,,ApifyVeterinarias2026,ChIJNa3VKgA5e48Rr_zX64x-A_g,
Fundación Refugio El Salvador,Organización sin ánimo de lucro,San Vicente,+503 7580-7344,jueves: 7 AM a 3:30 PM; viernes: 7 AM a 3:30 PM; sábado: Cerrado; domingo: Cerrado; lunes: 7 AM a 3:45 PM; martes: 7 AM a 3:30 PM; miércoles: 7 AM a 3:30 PM,,Fundación Refugio El Salvador,13.6404903,-88.7867439,,Organización sin ánimo de lucro,Refugio de animales,"1 Avenida Sur 38, San Vicente, El Salvador",San Vicente,http://www.fundacionrefugioelsalvador.com/,5,https://www.google.com/maps/search/?api=1&query=Fundaci%C3%B3n%20Refugio%20El%20Salvador&query_place_id=ChIJA0nLaVepZI8RnZlfH6h6nKU,,,ApifyVeterinarias2026,ChIJA0nLaVepZI8RnZlfH6h6nKU,jueves: 7 AM a 3:30 PM; viernes: 7 AM a 3:30 PM; sábado: Cerrado; domingo: Cerrado; lunes: 7 AM a 3:45 PM; martes: 7 AM a 3:30 PM; miércoles: 7 AM a 3:30 PM
"Hotel Martinez, Las Flores",Hotel,Chirilagua,+503 7947-0361,,,"Hotel Martinez, Las Flores",13.1742306,-88.1204831,,Hotel,Hotel para mascotas,"Calle principal, Playa Las Flores, cantón el cuco, Chirilagua, El Salvador",Chirilagua,http://www.thehotelmartinez.com/,4.8,https://www.google.com/maps/search/?api=1&query=Hotel%20Martinez%2C%20Las%20Flores&query_place_id=ChIJxzQ0w2Hfeo8Rnae8ob0HNtw,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHud_opv5plYqwO5a9xuNLB3ip9Xd20LMA-f8SKVRLwermRO8bqp_ndRkrWtnGNqzwuTixIrpnVp8L7lXWNPD03rUycWfOdjna8Jv5FHGtBv5JhHQyzn4_r8AA2FLbU5DVkPbHp=w426-h240-k-no,,ApifyVeterinarias2026,ChIJxzQ0w2Hfeo8Rnae8ob0HNtw,
Zoolab,Laboratorio de análisis clínicos,San Miguel,+503 7454-7711,jueves: 8 AM a 5:30 PM; viernes: 8 AM a 5:30 PM; sábado: 8 AM a 5:30 PM; domingo: Cerrado; lunes: 8 AM a 5:30 PM; martes: 8 AM a 5:30 PM; miércoles: 8 AM a 5:30 PM,,Zoolab,13.4798405,-88.1676648,,Laboratorio de análisis clínicos,Pet Health,"Final quinta calle Oriente pol E #16 Residencial Américas II, San Miguel, El Salvador",San Miguel,,5,https://www.google.com/maps/search/?api=1&query=Zoolab&query_place_id=ChIJu8UgshbVeo8R71ps3LpUBTA,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEsRXQmKfC47EWom-5PD4otvMaL9dRWf6vOYF1WX_P0-atiLHLjMBCKA_WzSCvfmzY5Y3kEZ4x6QeEHdCtfrev8JkCPKAsEJI-izjKGGT47kpRT5ucv1Uqi_o9i334x8GuZqgtFNQ=w408-h544-k-no,,ApifyVeterinarias2026,ChIJu8UgshbVeo8R71ps3LpUBTA,jueves: 8 AM a 5:30 PM; viernes: 8 AM a 5:30 PM; sábado: 8 AM a 5:30 PM; domingo: Cerrado; lunes: 8 AM a 5:30 PM; martes: 8 AM a 5:30 PM; miércoles: 8 AM a 5:30 PM
Mart´z Vet,Veterinario,San Miguel,+503 2660-2293,jueves: 8 AM a 5 PM; viernes: 8 AM a 5 PM; sábado: 8 AM a 1 PM; domingo: Cerrado; lunes: 8 AM a 5 PM; martes: 8 AM a 5 PM; miércoles: 8 AM a 5 PM,,Mart´z Vet,13.4696856,-88.1789232,,Veterinario,Pet Health,"FR9C+VCG, Final, 7A Avenida Sur, San Miguel, El Salvador",San Miguel,,4.4,https://www.google.com/maps/search/?api=1&query=Mart%C2%B4z%20Vet&query_place_id=ChIJIQbzDjkre48R1Qf16bvzjbw,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG42VKBHt2ZbyOfxnJ7fDBN5Kg-y2aayFh3Z1PK1Va9nBeDhbA4bpd8sfDznI0D_CKdDxPELyDsjS2_0BVzBizEYjK_WL_qD8KiTvY_EiJco5DNH26fthhKdYYLJLYnulghyl9XUA=w408-h544-k-no,,ApifyVeterinarias2026,ChIJIQbzDjkre48R1Qf16bvzjbw,jueves: 8 AM a 5 PM; viernes: 8 AM a 5 PM; sábado: 8 AM a 1 PM; domingo: Cerrado; lunes: 8 AM a 5 PM; martes: 8 AM a 5 PM; miércoles: 8 AM a 5 PM
